141234,59333463
141235,28160640
141236,46606428
141237,84088172
141238,33912486
141239,88254978
141240,32755058
141241,81587322
141242,42249689
141243,74710970
141244,97067242
141245,6709898
141246,30087086
141247,80268569
141248,91407512
141249,48303140
141250,45512022
141251,62892416
141252,31625289
141253,88386241
